,word,muslim,christian,jewish,hindu,buddhist,atheist,muslim+,christian+,jewish+,hindu+,buddhist+,atheist+,variance,total
32,atheist,0.0004253526093268653,0.0008562616130347524,0.0007388349114577528,0.00015756599475884986,0.0005815696531765251,0.053399862951772646,-0.008934555346261034,-0.008503646342553147,-0.008621073044130147,-0.00920234196082905,-0.008778338302411374,0.044039954996184745,0.1243740434267942,0.05615944773352739
33,man,0.008425614454173431,0.011553211380825209,0.0076693478066703295,0.005830198150747179,0.005325565742538994,0.020717045623960085,-0.0014945494056457734,0.0016330475210060043,-0.002250816053148875,-0.004089965709072026,-0.004594598117280211,0.01079688176414088,0.12217129430875279,0.05952098315891523
34,new,0.008419726556658926,0.011182750576611762,0.011043179650374062,0.006149645317433113,0.006794868385126049,0.014581926126013963,-0.0012756228787107193,0.0014874011412421163,0.0013478302150044166,-0.0035457041179365323,-0.0029004810502435965,0.004886576690644318,0.11895583114344935,0.05817209661221787
35,book,0.007288718246060514,0.011657912621364026,0.014563915481476954,0.005562214401989355,0.0049356781652709035,0.01285465254072345,-0.0021884636634203524,0.002180730711883159,0.005086733571996087,-0.003914967507491512,-0.004541503744209963,0.003377470631242583,0.11642734169684257,0.0568630914568852
36,ancient,0.006650709179076556,0.010378337327275822,0.0075439566861544806,0.012243856511687976,0.013678146136077601,0.005985581167283258,-0.002762721988849393,0.0009649061593498733,-0.0018694744817714685,0.002830425343762027,0.004264714968151652,-0.0034278500006426913,0.11550718947982011,0.0564805870075557
37,faith,0.007451927570320632,0.010110055283221646,0.005459635113632504,0.00374417851870456,0.004424929151622002,0.024520178823348997,-0.001833223173154424,0.000824904539746589,-0.003825515629842553,-0.005540972224770496,-0.004860221591853055,0.01523502807987394,0.115053072977678,0.055710904460850336
38,human,0.007617965656984029,0.00833102385898993,0.006042513699559544,0.006152531873812153,0.00848167873838974,0.01937704279926481,-0.0017158271141826734,-0.0010027689121767727,-0.003291279071607158,-0.003181260897354549,-0.0008521140327769627,0.010043250028098109,0.11486709119985386,0.05600275662700021
39,islamic,0.03456745894846468,0.003380905382823831,0.004180988340572828,0.003851369201007505,0.0033711631047125884,0.004831815300936181,0.02553684223537841,-0.005649711330262438,-0.004849628372513441,-0.0051792475120787645,-0.0056594536083736805,-0.004198801412150088,0.11409144635272939,0.05418370027851761
40,like,0.008531132026338957,0.008124859104722253,0.007616679862153048,0.008230430319175789,0.00889295140303439,0.014331688226165859,-0.0007568247972594266,-0.0011630977188761306,-0.0016712769614453359,-0.0010575265044225953,-0.0003950054205639937,0.005043731402567475,0.1138918507109464,0.055727740941590304
41,great,0.007602335565215799,0.01045290583189963,0.007182726475923715,0.008243246033848224,0.009065530767939953,0.010105179860630384,-0.001172985190693819,0.0016775850759900117,-0.0015925942799859026,-0.0005320747220613938,0.0002902100120303359,0.001329859104720766,0.10751651291057333,0.0526519245354577
42,day,0.008497316294210784,0.009768665301974466,0.006811187835427451,0.010877440641774856,0.005894764830531289,0.008937428692379604,3.284902816104267e-05,0.0013041980359247245,-0.0016532794306222901,0.0024129733757251148,-0.002569702435518452,0.00047296142632986295,0.10375049765078373,0.05078680359629845
43,years,0.007863156699697364,0.008713262057154805,0.007946618716740803,0.006238071274398311,0.007590490100134472,0.01205307554814568,-0.0005376223663478737,0.000312482991109567,-0.00045416034930443466,-0.0021627077916469267,-0.0008102889659107656,0.0036522964821004422,0.10298169461278292,0.05040467439627143
44,society,0.010871226839589661,0.008555595509911067,0.0075056373791961796,0.007615345282962498,0.004828387649633986,0.010628018125333292,0.0025371917084852126,0.00022156037880661887,-0.000828397751908269,-0.0007186898481419506,-0.003505647481470462,0.0022939829942288433,0.10219423832053778,0.05000421078662669
45,bible,0.0027453524856668344,0.013752198348971258,0.013351867717904125,0.002093105589141842,0.0014391523779251386,0.016018897628020334,-0.005488076538938088,0.005518769324366336,0.005118438693299202,-0.00614032343546308,-0.0067942766466797845,0.007785468603415412,0.10197870624551661,0.049400574147629536
46,death,0.006138989490252573,0.008647985071079747,0.008375369273536715,0.006150377617420269,0.008179757835861797,0.010788527554495813,-0.001907844983521913,0.0006011505973052608,0.0003285347997622288,-0.001896456856354217,0.0001329233620873116,0.002741693080721327,0.09863048233209826,0.04828100684264691
47,social,0.009214979009114247,0.007743535775415777,0.008130327003419582,0.008967848892511938,0.004701108240949446,0.00939012630051531,0.0011903248054598633,-0.00028111842823860724,0.00010567279976519788,0.000943194688857554,-0.003323545962704938,0.001365472096860925,0.09835938398913752,0.048147925221926305
48,state,0.008890824073597587,0.006368209400274376,0.006800122183683646,0.006879915585995988,0.006011459052095211,0.013069500406747607,0.0008874856231985175,-0.0016351290501246934,-0.0012032162667154232,-0.001123422864403081,-0.001991879398303858,0.005066161956348538,0.09820294608263777,0.04802003070239441
49,did,0.008041988510514925,0.008677012622828686,0.00858602751790079,0.0038367930838162203,0.004557539009717929,0.014209752206545087,5.7136351960985696e-05,0.0006921604642747461,0.0006011753593468498,-0.004148059074737719,-0.0034273131488360108,0.006224900047991148,0.09814390257012102,0.047909112951323635
