,word,muslim,christian,jewish,hindu,buddhist,atheist,muslim+,christian+,jewish+,hindu+,buddhist+,atheist+,variance,total
10,hindu,0.014536271965129363,0.0038445493325408894,0.006431249201115484,0.12948048054508401,0.020487612116257315,0.002183442906734499,-0.014957662379347566,-0.02564938501193604,-0.023062685143361447,0.09998654620060708,-0.009006322228219614,-0.027310491437742432,0.37778515155123543,0.17696360606686157
11,men,0.030239485276810772,0.027737698690728962,0.03377354284988239,0.03996338006018465,0.03617418495626335,0.008856527753493234,0.0007820153455835484,-0.001719771240498262,0.0043160729186551665,0.010505910128957425,0.0067167150250361275,-0.02060094217773399,0.36161231323878973,0.17674481958736335
12,christian,0.016086933231169012,0.07669280703187202,0.01832981293666775,0.012813365481890878,0.011342256553484444,0.030783641936802504,-0.011587869630812087,0.049018004169890925,-0.009344989925313348,-0.014861437380090221,-0.016332546308496655,0.0031088390748214047,0.343519808133136,0.1660488171718866
13,meet,0.02774031986321128,0.025551929821732797,0.03419129151919724,0.027031649402767824,0.02832030718965595,0.002860236831539287,0.0034576974251938793,0.001269307383715397,0.009908669081179839,0.0027490269647504235,0.00403768475163855,-0.021422385606478113,0.29839803963540706,0.1456957346281044
14,god,0.009662882206302984,0.02559030724673543,0.00782386676440126,0.008390128186102632,0.005693471879310401,0.07991013585639298,-0.013182249816904633,0.0027451752235278133,-0.015021265258806357,-0.014455003837104985,-0.017151660143897216,0.05706500383318536,0.28714368515603894,0.1370707921392457
15,personals,0.018074501593269343,0.01759879137435636,0.03151795777619446,0.03057707474269688,0.03396562176517487,0.0006117870066590242,-0.00398312078312248,-0.004458831002035462,0.00946033539980264,0.008519452366305056,0.011907999388783046,-0.0214458353697328,0.27162539549653725,0.13234573425835094
16,people,0.021000708161063763,0.019269649236573625,0.01922473663849248,0.015990623853166547,0.01900483781857838,0.03542924842984993,-0.0006525925285570285,-0.0023836514530471663,-0.002428564051128311,-0.005662676836454245,-0.0026484628710424125,0.013775947740229139,0.2656514204903733,0.12991980413772475
17,atheist,0.0013252731956246904,0.0028240904454987868,0.0011173367156332387,0.0008489144489620871,0.0011432761014763472,0.09494331447572428,-0.015708427701528548,-0.014209610451654453,-0.01591636418152,-0.016184786448191154,-0.015890424795676893,0.07790961357857104,0.2254071962413255,0.10220220538291944
18,like,0.014425528402053302,0.014824717602289138,0.01365714220909019,0.010996609871747921,0.013796265956780084,0.024474230873443137,-0.0009368874171806606,-0.0005376982169448246,-0.0017052736101437725,-0.004365805947486041,-0.0015661498624538785,0.009111815054209174,0.1884388125267531,0.09217449491540378
19,sites,0.018950844094781635,0.02339128928539004,0.022343414325917094,0.012837685167075494,0.009321327791053624,0.0018763753234821395,0.004164021430164963,0.008604466620773368,0.007556591661300422,-0.0019491374975411785,-0.005465494873563048,-0.012910447341134532,0.18206138277186404,0.08872093598770003
20,love,0.013365113480582261,0.017465061134740948,0.01420025182311283,0.015673145844492725,0.014062276706279292,0.012687086726636914,-0.0012103758053919021,0.002889571848766785,-0.0003752374628613331,0.001097656558518562,-0.000513212579694871,-0.0018884025593372492,0.17855453768623095,0.08745293571584498
21,chat,0.014214941890388886,0.016386034692385774,0.016105012102016734,0.017474413216174683,0.019199266330756463,0.0011453937500608292,0.0001274315600916561,0.0022985243620885446,0.002017501771719504,0.0033869028858774537,0.005111756000459234,-0.0129421165802364,0.1731564650959421,0.08452506198178338
22,religion,0.009832675372386867,0.006867642632976291,0.00465753218937344,0.010033221648695379,0.00832983779094445,0.04349376496216628,-0.004036437060370251,-0.007001469799780826,-0.009211580243383678,-0.003835890784061739,-0.0055392746418126675,0.029624652529409164,0.17299140505846375,0.0832146745965427
23,just,0.01321102583256403,0.013509028787870934,0.012197077036679684,0.008726468504440803,0.012678975477356056,0.022391837540904305,-0.0005747096974052738,-0.0002767067420983687,-0.001588658493289619,-0.0050592670255285,-0.0011067600526132471,0.008606102010935002,0.1691472506471113,0.08271441317981582
24,new,0.013046420924815418,0.01412301525209041,0.016178053683119472,0.012573724837478198,0.012827181732764445,0.013525470437978814,-0.0006658902198923757,0.00041070410738261627,0.002465742538411678,-0.0011385863072295964,-0.0008851294119433493,-0.00018684070672897977,0.16796704514758462,0.08227386686824677
25,looking,0.015134122411269452,0.014624285035601831,0.018044781734210785,0.01456702817390057,0.014455045500231791,0.004289339107032008,0.0016150220842283784,0.0011051847085607573,0.004525681407169711,0.0010479278468594963,0.0009359451731907175,-0.009229761220009066,0.16591077483991182,0.08111460196224644
26,life,0.008998110597752264,0.013173301861052972,0.00979137282230549,0.010804283149556736,0.014969038744172219,0.023076241021274216,-0.004470614101600054,-0.00029542283829934665,-0.003677351877046828,-0.0026644415497955824,0.0015003140448199004,0.009607516321921897,0.16536696434551026,0.08081234819611391
27,sex,0.019855945381931882,0.01453632948291912,0.015325251322837956,0.013773060340618714,0.01093827643966192,0.005337657265828162,0.00656152534296559,0.0012419094439528287,0.0020308312838716643,0.00047864030165242245,-0.0023561435993043715,-0.007956762773138129,0.16318410289759874,0.07976652023379775
28,best,0.013774011594197331,0.015151447441283836,0.01578283667521412,0.013794207924034031,0.012515137765111749,0.006482464661049913,0.0008573272507155002,0.002234763097802005,0.0028661523317322878,0.0008775235805521999,-0.0004015465783700819,-0.006434219682431918,0.15837419183658027,0.07750010606089099
29,world,0.012188003396673459,0.010419150667613003,0.011061345856390853,0.009596155382347999,0.010415692539920803,0.01986109369929835,-6.89035270339533e-05,-0.001837756256094409,-0.0011955610673165598,-0.0026607515413594133,-0.0018412143837866091,0.007604186775590939,0.15035913636414822,0.07354144154224447
30,religious,0.007188815536151158,0.005967903629239036,0.005482864954511336,0.006149836999784935,0.005647818816917443,0.039399907614049316,-0.004450709055624379,-0.005671620962536501,-0.006156659637264201,-0.0054896875919906015,-0.0059917057748580934,0.02776038302227378,0.14576809162229298,0.06983714755065322
31,gay,0.012852891020242988,0.012786795793541628,0.015798269902635477,0.013168933693740994,0.010184814713116634,0.006241727704482065,0.0010139855489496898,0.0009478903222483303,0.003959364431342179,0.0013300282224476961,-0.0016540907581766642,-0.005597177766811233,0.14518053944469106,0.07103343282775978
32,girls,0.01630385347033216,0.012069262811543777,0.01602378629311246,0.01360451042577514,0.01003984975027585,0.002555766033952729,0.004537682006166808,0.0003030913473784265,0.004257614828947109,0.0018383389616097884,-0.0017263217138895007,-0.009210405430212622,0.14455593931067992,0.0705970287849921
33,time,0.010835568207254693,0.01136925800437554,0.010256898642991882,0.008140658528386885,0.01132606208566791,0.016581473316917113,-0.000582751590344311,-4.906179322346389e-05,-0.0011614211546071215,-0.003277661269212119,-9.225771193109404e-05,0.0051631535193181095,0.1399850159294034,0.06850991878559402
34,indian,0.011050842777029946,0.003923406363285449,0.004235566925258325,0.03721007556993498,0.007631709361264021,0.0014901107513814575,0.00012722415233758222,-0.007000212261406914,-0.006688051699434038,0.02628645694524262,-0.0032919092634283425,-0.009433507873310905,0.1370524400658793,0.06554171174815418
35,man,0.011560205928651235,0.011687332197456136,0.011078448201687633,0.008902421170668298,0.007285531236682788,0.01475008868725218,0.0006828680249181887,0.0008099942937230906,0.00020111029795458722,-0.001974916733064748,-0.0035918066670502574,0.0038727507835191344,0.13334329527768785,0.06526402742239827
36,know,0.009966481703176593,0.010798243831327653,0.00944957356176904,0.006367583480643138,0.008176119495009914,0.019576571897330027,-0.0007559472916994683,7.581483645159245e-05,-0.0012728554331070206,-0.004354845514232923,-0.002546309499866147,0.008854142902453966,0.13172552568023288,0.06433457396925636
37,catholic,0.006396164006123989,0.015151892646970557,0.013506355274303564,0.006396276690030438,0.009910601665956737,0.012489123357632737,-0.004245571600712349,0.00451015704013422,0.002864619667467226,-0.004245458916805899,-0.0007311339408796001,0.0018473877507963997,0.1305968003789125,0.06385041364101803
38,church,0.004022294552579477,0.016077102769421814,0.0050275018200423675,0.0030847142760765936,0.004938734914087897,0.027101501458486204,-0.0060196804125362486,0.006035127804306088,-0.005014473145073358,-0.006957260689039132,-0.005103240051027829,0.01705952649337048,0.12485778878507886,0.06025184979069435
39,essay,0.006732981930195832,0.009260044425716806,0.010456006691022368,0.01673413372279606,0.0130639989212689,0.0026891301472176496,-0.003089734042840439,-0.0005626715473194648,0.0006332907179860976,0.00691141774975979,0.0032412829482326294,-0.007133585825818621,0.12079854358847603,0.05893629583821762
40,date,0.009782097260397745,0.011612839990579077,0.011912562663377148,0.011984974945273088,0.011371020615416809,0.001979323649854777,8.294072914636838e-06,0.0018390368030959687,0.00213875947589404,0.0022111717577899797,0.0015972174279337004,-0.007794479537628331,0.12002181062088596,0.05864281912489865
41,don,0.009091496884395577,0.008705560385802672,0.007297417235323069,0.004336604680196767,0.007195401408744273,0.02094177219899927,-0.0005032119145146948,-0.0008891484131075995,-0.002297291563587203,-0.005258104118713505,-0.0023993073901659983,0.011347063400088998,0.11822540792369411,0.05756825279346163
42,mature,0.013635371273854283,0.010299713043682048,0.01988123685254363,0.006739314468470124,0.006274880533215559,0.0006034391994391455,0.004063045378653485,0.0007273871484812493,0.010308910957342831,-0.002833011426730674,-0.003297445361985239,-0.008968886695761654,0.11818233607333051,0.05743395537120479
43,woman,0.011389817201607144,0.010238026748526276,0.01124210511505147,0.010050627309054566,0.00811219560607568,0.00602599258697475,0.0018800231070588303,0.0007282326539779626,0.0017323110205031567,0.0005408332145062523,-0.0013975984884726338,-0.003483801507573564,0.11656275530504638,0.05705876456728989
44,asian,0.011264396060808913,0.0086466501839504,0.011578941004678952,0.013833654179643082,0.010545263361263843,0.0009674821503341985,0.001791664904029015,-0.0008260809728294974,0.0021062098478990543,0.0043609230228631845,0.0010725322044839447,-0.0085052490064457,0.11645055244060597,0.05683638694067939
45,way,0.00847853251647558,0.009094327935211016,0.0077584541840164545,0.006081291524314799,0.009882167028454193,0.015596331804449736,-0.0010033183156780492,-0.00038752289694261345,-0.0017233966481371744,-0.00340055930783883,0.00040031619630056386,0.006114480972296107,0.11635747561867535,0.05689110499292177
46,good,0.008759333959716727,0.010080567226189068,0.007516649853180892,0.005996143907413992,0.008220549483767688,0.015314987527725435,-0.0005553713666155719,0.0007658618998567686,-0.0017980554731514076,-0.0033185614189183074,-0.0010941558425646113,0.006000282201393136,0.11431054936507322,0.0558882319579938
47,100,0.008335638582390168,0.00952138900261247,0.011158390059151651,0.01139181307697515,0.012641387930121685,0.0021818043996053157,-0.0008694319260859045,0.0003163184941363962,0.0019533195506755783,0.002186742568499078,0.003436317421645612,-0.007023266108870757,0.11305125507376057,0.05523042305085644
48,girl,0.014504219832438698,0.008821636467931496,0.011202268445436247,0.010086547999009932,0.006906959262371952,0.0033298290953956066,0.00536230964867471,-0.00032027371583249163,0.0020603582616722585,0.0009446378152459436,-0.002234950921392036,-0.005812081088368381,0.11228957173393135,0.05485146110258393
49,think,0.008215159623418318,0.007815830289680178,0.006541042318746278,0.003655981693771441,0.006664695230940712,0.021286314295619786,-0.0008146776186111343,-0.0012140069523492742,-0.0024887949232831746,-0.005373855548258012,-0.002365142011088741,0.012256477053590334,0.11146173852607645,0.05417902345217671
