,word,man,woman,man+,woman+,variance,total
0,woman,0.01127709073956136,0.0511342799580668,-0.01992859460925272,0.01992859460925272,0.05236303431217725,0.06241137069762816
1,man,0.045665199202056694,0.019224050828086973,0.013220574186984857,-0.013220574186984864,0.04954669058983043,0.06488925003014367
2,women,0.010683495391628352,0.03168883911816838,-0.010502671863270013,0.010502671863270016,0.03344128583712209,0.04237233450979673
3,said,0.02257238257656053,0.022542399256310967,1.4991660124780148e-05,-1.4991660124783618e-05,0.031900975211011075,0.0451147818328715
4,like,0.01912619058964133,0.020962091212377,-0.000917950311367835,0.000917950311367835,0.028376406299376558,0.04008828180201833
5,people,0.018453765591946118,0.020113921471575674,-0.0008300779398147766,0.0008300779398147801,0.027296726937257643,0.03856768706352179
6,just,0.017987677294707752,0.0191300047224466,-0.0005711637138694249,0.0005711637138694249,0.02625859126342032,0.03711768201715435
7,time,0.016941568028292168,0.017531722722200084,-0.00029507734695395985,0.0002950773469539564,0.024379869336511185,0.034473290750492255
8,life,0.015483468609584631,0.017615985759334724,-0.0010662585748750456,0.0010662585748750474,0.023453374052725896,0.033099454368919354
9,god,0.01793359514478536,0.012120522202183254,0.0029065364713010532,-0.0029065364713010532,0.021645343454671406,0.030054117346968615
10,know,0.013587759235319146,0.015018167829460234,-0.000715204297070544,0.000715204297070544,0.02025271749644563,0.02860592706477938
11,love,0.01256411149998914,0.015537152518647231,-0.0014865205093290458,0.0014865205093290458,0.01998149159026586,0.02810126401863637
12,men,0.012664514860987755,0.01378399539120967,-0.000559740265110957,0.0005597402651109588,0.018718666234779364,0.026448510252197424
13,police,0.013818094436932138,0.012294001462825698,0.0007620464870532195,-0.0007620464870532195,0.018495464466618167,0.026112095899757836
14,new,0.012691608185614815,0.013265090100711072,-0.0002867409575481282,0.0002867409575481282,0.018358636488507194,0.025956698286325887
15,don,0.01213642050968065,0.013726185808634285,-0.0007948826494768163,0.000794882649476818,0.018322141786400143,0.025862606318314933
16,dating,0.008919735613363587,0.01525090697429408,-0.003165585680465245,0.003165585680465247,0.01766781953017628,0.024170642587657665
17,old,0.011992829123271346,0.012188754037540347,-9.796245713450044e-05,9.796245713450044e-05,0.01709952266490622,0.024181583160811693
18,way,0.011774464075892426,0.012274139492273597,-0.0002498377081905853,0.0002498377081905853,0.017008600899258926,0.024048603568166023
19,good,0.012184137458958782,0.011602878164772543,0.00029062964709311925,-0.00029062964709311925,0.016824981049777085,0.023787015623731325
20,year,0.011969754598125392,0.011759237782169087,0.0001052584079781517,-0.00010525840797815343,0.016779591721997795,0.02372899238029448
21,day,0.011542069414649981,0.012141066241541381,-0.0002994984134457,0.0002994984134457,0.016751861265366732,0.023683135656191363
22,years,0.011519953286708389,0.011767806114284095,-0.00012392641378785284,0.00012392641378785284,0.016467865206860464,0.023287759400992484
23,did,0.011583853181787283,0.011485092664675827,4.938025855572882e-05,-4.9380258555727086e-05,0.016312357525918617,0.02306894584646311
24,think,0.011131523461768652,0.01191837812256367,-0.0003934273303975097,0.000393427330397508,0.01630823570017034,0.023049901584332323
25,world,0.011532156706105997,0.010917967123206302,0.00030709479144984744,-0.00030709479144984744,0.015880574435378565,0.0224501238293123
26,make,0.01033964205298949,0.011326540333622648,-0.0004934491403165778,0.0004934491403165795,0.015336189673876928,0.021666182386612137
27,really,0.0100911975918509,0.011308164773767043,-0.0006084835909580723,0.0006084835909580706,0.01515608324694884,0.021399362365617944
28,want,0.009420916443983445,0.011415857181362551,-0.0009974703686895531,0.0009974703686895531,0.014801197986304509,0.020836773625345997
29,say,0.01033337416311447,0.0104140357259212,-4.0330781403365504e-05,4.0330781403365504e-05,0.014670745096813752,0.02074740988903567
30,sex,0.007458369823517198,0.0124359333230036,-0.0024887817497432005,0.0024887817497432005,0.014501024723740846,0.019894303146520798
31,going,0.010052241158396874,0.010358751780327038,-0.00015325531096508326,0.00015325531096508152,0.01443437877960104,0.020410992938723914
32,story,0.009235526122011778,0.010691832454068182,-0.0007281531660282021,0.0007281531660282021,0.014128348239487429,0.01992735857607996
33,work,0.009223021485386134,0.010288706074920537,-0.0005328422947672006,0.0005328422947672024,0.013817438185713042,0.01951172756030667
34,ve,0.00921312171250774,0.010174107613807184,-0.0004804929506497229,0.00048049295064972117,0.01372567220309486,0.019387229326314925
35,family,0.008718408345327023,0.010518529758089869,-0.0009000607063814232,0.0009000607063814232,0.013661995181805987,0.01923693810341689
36,things,0.00947368535019838,0.009781669694301016,-0.000153992172051318,0.000153992172051318,0.013617333664229951,0.019255355044499396
37,right,0.009438251017184787,0.009505806189157903,-3.377758598655835e-05,3.377758598655835e-05,0.013395556485985281,0.01894405720634269
38,book,0.008514172746006339,0.009949507415591327,-0.000717667334792494,0.000717667334792494,0.0130951836704089,0.018463680161597665
39,little,0.008832806099142837,0.009359571050749011,-0.0002633824758030874,0.0002633824758030874,0.012869344732311504,0.018192377149891848
40,home,0.00865701622899165,0.0094147013009229,-0.0003788425359656251,0.0003788425359656251,0.012789860459544668,0.01807171752991455
41,young,0.007950941729230733,0.009440737586836914,-0.0007448979288030896,0.0007448979288030913,0.012342811696090068,0.017391679316067644
42,got,0.008792806435404914,0.008614557048915141,8.91246932448863e-05,-8.91246932448863e-05,0.012309510069840782,0.017407363484320055
43,didn,0.008035791320300271,0.008852265322617982,-0.0004082370011588548,0.00040823700115885653,0.011955607198525635,0.016888056642918252
44,great,0.00885819774131674,0.007933918121674611,0.0004621398098210647,-0.0004621398098210647,0.011891792294927869,0.016792115862991352
