,word,muslim,christian,jewish,hindu,buddhist,atheist,muslim+,christian+,jewish+,hindu+,buddhist+,atheist+,variance,total
30,st,0.09352992534116314,0.07407823419833522,0.0,0.0,0.0,0.0,0.06559523208458008,0.04614354094175216,-0.02793469325658306,-0.02793469325658306,-0.02793469325658306,-0.02793469325658306,0.35581654302904286,0.16760815953949837
31,luther,0.0,0.15566875868323163,0.0,0.0,0.0,0.002943278802903625,-0.02643533958102254,0.1292334191022091,-0.02643533958102254,-0.02643533958102254,-0.02643533958102254,-0.023492060778118915,0.35337308763133407,0.15861203748613525
32,eugenic,0.0,0.0,0.15748321728545003,0.0,0.0,0.0,-0.02624720288090834,-0.02624720288090834,0.1312360144045417,-0.02624720288090834,-0.02624720288090834,-0.02624720288090834,0.35214317916563614,0.15748321728545003
33,children,0.012074308401856113,0.03263900873114929,0.108958911833302,0.0,0.0,0.00959061615329029,-0.0151361657847435,0.005428534544549678,0.0817484376467024,-0.027210474186599613,-0.027210474186599613,-0.017619858033309323,0.3461129072811575,0.16326284511959768
34,qualities,0.0,0.0,0.15237772192254834,0.0,0.0,0.0011441160172809682,-0.02558697298997155,-0.02558697298997155,0.1267907489325768,-0.02558697298997155,-0.02558697298997155,-0.02444285697269058,0.34277703837547124,0.1535218379398293
35,remains,0.0,0.004830645089948502,0.0,0.0,0.14197303954763368,0.006604238044632374,-0.025567987113702426,-0.020737342023753925,-0.025567987113702426,-0.025567987113702426,0.11640505243393126,-0.01896374906907005,0.33817045704380866,0.15340792268221456
36,marriages,0.0,0.0,0.14940466726783688,0.0,0.0,0.0,-0.024900777877972815,-0.024900777877972815,0.12450388938986406,-0.024900777877972815,-0.024900777877972815,-0.024900777877972815,0.33407899216662107,0.14940466726783688
37,muslim,0.052252283055984325,0.0,0.0,0.0825931596271141,0.0,0.01704979598643825,0.02693640994439488,-0.025315873111589445,-0.025315873111589445,0.05727728651552465,-0.025315873111589445,-0.008266077125151195,0.3195798503767624,0.15189523866953666
38,israel,0.030948809571545423,0.003932400448925573,0.10390017673552775,0.0,0.0,0.00401436174937695,0.00714951815398281,-0.01986689096863704,0.08010088531796514,-0.023799291417562613,-0.023799291417562613,-0.019784929668185663,0.3055276707238761,0.14279574850537569
39,asia,0.006431173895358144,0.016456036229726426,0.0,0.06597225814196471,0.0571444139188336,0.0,-0.017902806468955673,-0.007877944134587391,-0.024333980364313817,0.04163827777765089,0.03281043355451978,-0.024333980364313817,0.3052843239767481,0.1460038821858829
40,rabbi,0.0,0.0,0.1333351464549919,0.0,0.0,0.0033232470840291305,-0.02277639892317017,-0.02277639892317017,0.11055874753182172,-0.02277639892317017,-0.02277639892317017,-0.019453151839141036,0.3041239407708959,0.136658393539021
41,marriage,0.0,0.001968335847173251,0.13373103822035903,0.0,0.0,0.0,-0.022616562344588715,-0.020648226497415465,0.11111447587577032,-0.022616562344588715,-0.022616562344588715,-0.022616562344588715,0.3025642831181212,0.1356993740675323
42,allama,0.0,0.0,0.0,0.1337798058774712,0.0,0.0,-0.02229663431291187,-0.02229663431291187,-0.02229663431291187,0.11148317156455934,-0.02229663431291187,-0.02229663431291187,0.2991407399587515,0.1337798058774712
43,lasing,0.0,0.0,0.0,0.1337798058774712,0.0,0.0,-0.02229663431291187,-0.02229663431291187,-0.02229663431291187,0.11148317156455934,-0.02229663431291187,-0.02229663431291187,0.2991407399587515,0.1337798058774712
44,mosin,0.0,0.0,0.0,0.1337798058774712,0.0,0.0,-0.02229663431291187,-0.02229663431291187,-0.02229663431291187,0.11148317156455934,-0.02229663431291187,-0.02229663431291187,0.2991407399587515,0.1337798058774712
45,origin,0.0,0.0016909612744476844,0.0,0.12601692096240255,0.0,0.0037499919058773994,-0.021909645690454605,-0.02021868441600692,-0.021909645690454605,0.10410727527194795,-0.021909645690454605,-0.018159653784577207,0.29158511082473176,0.13145787414272764
46,syed,0.0,0.0,0.0,0.1295560593936402,0.0,0.0,-0.021592676565606702,-0.021592676565606702,-0.021592676565606702,0.1079633828280335,-0.021592676565606702,-0.021592676565606702,0.2896961557011796,0.1295560593936402
47,sardar,0.0,0.0,0.0,0.1295560593936402,0.0,0.0,-0.021592676565606702,-0.021592676565606702,-0.021592676565606702,0.1079633828280335,-0.021592676565606702,-0.021592676565606702,0.2896961557011796,0.1295560593936402
48,disquieting,0.0,0.0,0.0,0.1295560593936402,0.0,0.0,-0.021592676565606702,-0.021592676565606702,-0.021592676565606702,0.1079633828280335,-0.021592676565606702,-0.021592676565606702,0.2896961557011796,0.1295560593936402
49,iqbal,0.0,0.0,0.0,0.1295560593936402,0.0,0.0,-0.021592676565606702,-0.021592676565606702,-0.021592676565606702,0.1079633828280335,-0.021592676565606702,-0.021592676565606702,0.2896961557011796,0.1295560593936402
